date,open,high,low,close,volume
2021-12-23,3.43e-05,3.9e-05,3.5e-05,3.87e-05,4601491571215
2021-12-24,3.57e-05,4e-05,3.87e-05,3.62e-05,4566320937119
2021-12-25,3.59e-05,3.84e-05,3.62e-05,3.78e-05,2599666336583
2021-12-26,3.66e-05,3.9e-05,3.78e-05,3.83e-05,2792170007785
2021-12-27,3.77e-05,3.95e-05,3.83e-05,3.91e-05,2520296141556
2021-12-28,3.41e-05,3.91e-05,3.9e-05,3.49e-05,6000158411472
2021-12-29,3.3e-05,3.63e-05,3.49e-05,3.37e-05,3378313677504
2021-12-30,3.29e-05,3.44e-05,3.36e-05,3.38e-05,2632757918824
2021-12-31,3.26e-05,3.47e-05,3.38e-05,3.34e-05,2653383015198
2022-01-01,3.33e-05,3.42e-05,3.34e-05,3.41e-05,1940334880188
2022-01-02,3.34e-05,3.45e-05,3.42e-05,3.41e-05,1461761588817
2022-01-03,3.19e-05,3.41e-05,3.41e-05,3.31e-05,2263000222328
2022-01-04,3.23e-05,3.36e-05,3.3e-05,3.25e-05,2165756581886
2022-01-05,2.86e-05,3.3e-05,3.25e-05,3.04e-05,3277025006680
2022-01-06,2.91e-05,3.19e-05,3.04e-05,3.07e-05,4547827237344
2022-01-07,2.85e-05,3.09e-05,3.08e-05,2.91e-05,3754244288365
2022-01-08,2.64e-05,3e-05,2.9e-05,2.77e-05,3497655179303
2022-01-09,2.75e-05,2.91e-05,2.78e-05,2.83e-05,2623600311725
2022-01-10,2.55e-05,2.88e-05,2.82e-05,2.67e-05,3230232687957
2022-01-11,2.63e-05,2.83e-05,2.67e-05,2.77e-05,2416187170337
2022-01-12,2.75e-05,3.27e-05,2.77e-05,3.14e-05,5350001727187
2022-01-13,2.92e-05,3.29e-05,3.14e-05,2.96e-05,4679779438818
2022-01-14,2.93e-05,3.26e-05,2.97e-05,3.07e-05,5337807571156
2022-01-15,3.05e-05,3.16e-05,3.07e-05,3.09e-05,2171031763469
2022-01-16,3.01e-05,3.1e-05,3.09e-05,3.05e-05,2126685878994
2022-01-17,2.82e-05,3.06e-05,3.06e-05,2.88e-05,3149594327926
2022-01-18,2.74e-05,2.96e-05,2.89e-05,2.81e-05,3349574235249
2022-01-19,2.71e-05,2.83e-05,2.8e-05,2.72e-05,3179710220802
2022-01-20,2.62e-05,2.89e-05,2.72e-05,2.64e-05,3149468493329
2022-01-21,2.16e-05,2.69e-05,2.64e-05,2.23e-05,7812747965735
2022-01-22,1.7e-05,2.26e-05,2.23e-05,2.06e-05,9873890041129
2022-01-23,2.04e-05,2.37e-05,2.06e-05,2.24e-05,12366732090762
2022-01-24,1.86e-05,2.32e-05,2.24e-05,2.12e-05,10272547784774
2022-01-25,2.01e-05,2.17e-05,2.12e-05,2.1e-05,5512320379764
2022-01-26,2.05e-05,2.36e-05,2.11e-05,2.12e-05,6269303972315
2022-01-27,1.99e-05,2.18e-05,2.12e-05,2.13e-05,5614091343155
2022-01-28,2.03e-05,2.15e-05,2.13e-05,2.13e-05,2952191788252
2022-01-29,2.11e-05,2.24e-05,2.13e-05,2.17e-05,2681207603218
2022-01-30,2.08e-05,2.23e-05,2.17e-05,2.11e-05,2324785419228
2022-01-31,2.01e-05,2.16e-05,2.12e-05,2.145e-05,3808711549302
2022-02-01,2.114e-05,2.2e-05,2.146e-05,2.169e-05,4262941399652
2022-02-02,2.028e-05,2.19e-05,2.169e-05,2.062e-05,2891940715938
2022-02-03,2.012e-05,2.085e-05,2.063e-05,2.077e-05,2304616409142
2022-02-04,2.052e-05,2.234e-05,2.076e-05,2.222e-05,2708968372316
2022-02-05,2.205e-05,2.389e-05,2.22e-05,2.25e-05,3645298680642
2022-02-06,2.224e-05,2.888e-05,2.25e-05,2.855e-05,6731041230343
2022-02-07,2.709e-05,3.548e-05,2.855e-05,3.257e-05,13953631706598
2022-02-08,2.941e-05,3.5e-05,3.26e-05,3.101e-05,9817054870739
2022-02-09,3.043e-05,3.41e-05,3.102e-05,3.298e-05,6504569417203
2022-02-10,3.053e-05,3.373e-05,3.296e-05,3.084e-05,4866961208632
2022-02-11,2.788e-05,3.24e-05,3.086e-05,2.872e-05,5421671111760
2022-02-12,2.746e-05,2.986e-05,2.873e-05,2.916e-05,3706735771792
2022-02-13,2.839e-05,3.22e-05,2.916e-05,3.015e-05,4062382882444
2022-02-14,2.865e-05,3.089e-05,3.015e-05,2.957e-05,3126295880835
2022-02-15,2.955e-05,3.185e-05,2.957e-05,3.127e-05,3329090715286
2022-02-16,2.994e-05,3.16e-05,3.128e-05,3.094e-05,2600341505538
2022-02-17,2.771e-05,3.252e-05,3.093e-05,2.82e-05,4465982004371
2022-02-18,2.781e-05,2.996e-05,2.822e-05,2.812e-05,3573933281517
2022-02-19,2.7e-05,2.898e-05,2.811e-05,2.75e-05,2637749190355
2022-02-20,2.49e-05,2.762e-05,2.75e-05,2.55e-05,3774952149027
2022-02-21,2.392e-05,2.759e-05,2.55e-05,2.406e-05,5538285973919
2022-02-22,2.31e-05,2.529e-05,2.405e-05,2.495e-05,4330480157533
2022-02-23,2.458e-05,2.74e-05,2.495e-05,2.487e-05,4329225798392
2022-02-24,2.07e-05,2.53e-05,2.487e-05,2.387e-05,10459771090127
2022-02-25,2.303e-05,2.51e-05,2.387e-05,2.489e-05,4934498971521
2022-02-26,2.42e-05,2.592e-05,2.489e-05,2.448e-05,3137808197900
2022-02-27,2.307e-05,2.503e-05,2.446e-05,2.344e-05,2837920138835
2022-02-28,2.282e-05,2.6e-05,2.344e-05,2.581e-05,3806322611978
